Timestamp,Extractor,Journal,info_found,policy_location,policy_text1,policy_URL1,policy_text2,policy_URL2,replications_mention,replication_policy_mentions,accept_category_mentions,replication_policy_not,accept_category_not,novelty,novelty_text,novelty_URL,Translation,JIF
30:46.5,MP,revista chilena de historia natural,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,1.3
06:46.4,LC,russian journal of biological invasions,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,0.8
57:50.1,LC,russian journal of ecology,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,1
29:07.6,LC,soil ecology letters,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,4.5
14:59.8,LC,south of russia-ecology development,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Google Translate,0.3
30:06.3,LC,southeastern naturalist,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,0.6
29:00.9,LC,southwestern naturalist,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,0.2
08:31.6,LC,systematic biology,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,6.1
25:28.5,LC,systematic botany,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"Manuscripts considered to be
significantly lacking in depth, originality, or quality of English grammar or syntax may be
returned without review. Acceptance of papers for publication depends on merit as judged by
each of two or more referees. Manuscripts must not have been previously published in whole or
in part (including other languages) and must not be in consideration for publication in another
journal at the time of submission.",https://static1.squarespace.com/static/585186b615d5db7c9d79d99a/t/684ac9c2c1faef20878bd3ef/1749731778713/Information+for+Authors+2025.pdf,NA,0.9
26:51.2,LC,systematic entomology,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,4.7
43:49.7,LC,taxon,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,3
57:22.3,MP,theoretical and applied ecology,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,0.5
01:46.6,LC,theoretical ecology,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,1.2
11:12.5,MP,theoretical population biology,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,1.2
45:37.3,MP,trends in ecology & evolution,Out of scope for this journal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,16.7
37:09.8,LC,tropical ecology,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,1.1
07:20.6,LC,tropics,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,1
38:10.4,LC,urban ecosystems,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,2.5
16:08.4,LC,vestnik tomskogo gosudarstvennogo universiteta-biologiya,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"The decision on publication is made by the scientific editorial board after reviewing, taking into account the relevance, scientific and practical novelty and significance, statistical processing, analysis of the results obtained, as well as the quality of writing and design of the material.",https://journals.tsu.ru/biology/,Google Translate,0.4
03:59.3,LC,vie et milieu-life and environment,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,0.2
31:26.5,LC,web ecology,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Standard articles are the main section of the journal and represent original studies that offer interesting and new insights into ecological patterns and processes. The abstract should not exceed 250 words,https://www.web-ecology.net/about/manuscript_types.html,NA,2.3
01:19.4,LC,western north american naturalist,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,0.5
53:55.9,MP,wetlands,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,1.8
45:11.6,MP,wildlife biology,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,1.7
01:59.5,MP,wildlife monographs,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,4.3
52:13.9,LC,wildlife research,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,All papers should aim to improve the practice of wildife management and contribute conceptual advances to our knowledge and understanding of wildlife ecology.,https://www.publish.csiro.au/wr/forauthors/AuthorInstructions,NA,1.6
10:19.7,MP,zoologica scripta,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Articles published in Zoologica Scripta must be original and present new findings of either theoretical or empirical studies of interest to a broad audience in animal systematics and phylogeny.,https://onlinelibrary.wiley.com/page/journal/14636409/homepage/productinformation.html,NA,2.3
